RIC,Full Name
TFG_f.BK,Thaifoods Group Foreign Board
TFFIFv.BK,Thailand Future Foreign Board
SAUCE_f.BK,Thaitheparos Foreign Board
TCAP_f.BK,Thanachart Capital Foreign Board
THANA_mf.BK,Thanasiri Group Foreign Board
TNL_f.BK,Thanulux Foreign Board
BTC_mf.BK,The Brooker Group Foreign Board
PLAT_f.BK,The Platinum Group Foreign Board
THG_f.BK,Thonburi Healthcare Foreign Board Group
TTA_f.BK,Thoresen Thai Agency Foreign Board
-,Thoresen Thai Agency Nil Paid
-,Ticon Industrial Connection Nil Paid 07/07/14
TASCO_f.BK,Tipco Asphalt Foreign Board
TIPCO_f.BK,Tipco Foods Foreign Board
TKS_f.BK,Telekomunikasyon Technologies Foreign Board
TTB_f.BK,Tmbthanachart Bank Foreign Board
TOA_f.BK,Toa Paint Thailand Foreign Board
TPBI_f.BK,Tpbi Foreign Board
TPCS_f.BK,TPCS Foreign Board
TPIPL_f.BK,TPI Polene Foreign Board
TPIPP_f.BK,TPI Polene Power Foreign Board
TQM_f.BK,TQM Alpha Foreign Board
TRC_f.BK,TRC Construction Foreign Board
TNPFv.BK,Trinity FHLH Property Fund Foreign Board
TNITY_f.BK,Trinity Watthana Foreign Board
TRITN_f.BK,Triton Holding Foreign Board
TRUE_f.BK,True Corporation Foreign Board
TTCL_f.BK,TTCL Foreign Board
TTW_f.BK,TTW Foreign Board
TKC_f.BK,Turnkey Foreign Board Communication Services
TVT_mf.BK,Television Thunder Foreign Board
UAC_f.BK,UAC Global Public Foreign Board Company Limited
UBIS_mf.BK,Ubis (Asia) Foreign Board
UBE_f.BK,Ubon Bio Ethanol Foreign Board
AUCT_mf.BK,Union Auction Foreign Board
UMI_f.BK,Union Mosaic Foreign Board
UP_f.BK,Union Plastic Foreign Board
UNIQ_f.BK,Unique Engineering Foreign Board and Construction
UMS_mf.BK,Unique Mining Foreign Board Services
UPOIC_f.BK,United Palm Oil Foreign Board Industry
UVAN_f.BK,Univanich Palm Oil Foreign Board
UV_f.BK,Univentures Foreign Board
VNG_f.BK,Vanachai Group Foreign Board
VARO_f.BK,Varopakorn Foreign Board
VRANDA_f.BK,Veranda Resort Foreign Board
VGI_f.BK,VGI Foreign Board
VIBHA_f.BK,Vibhavadi Medical Foreign Board
VCOM_mf.BK,Vintcom Technology Foreign Board
NEW_f.BK,Wattana Karnpaet Foreign Board
WAVE_f.BK,Wave Exponential Foreign Board
WELL_mf.BK,Well Management Foreign Board Corporat
WHABTv.BK,Wha Business Complex Freehold and Foreign Board Leasehold REIT
WHA_f.BK,Wha Foreign Board
WHAIRuz.BK,Wha Industrial Foreign Board Leasehold REIT Units
WHARTv.BK,Wha Premium Growth Freehold and Foreign Board Leasehold REIT
WHAUP_f.BK,Wha Utilities and Foreign Board Power
WICE_f.BK,Wice Logistics Foreign Board
WINDOW_f.BK,Window Asia Foreign Board
WINMED_mf.BK,Winnergy Medical Foreign Board
WORK_f.BK,Workpoint Foreign Board Entertainment
WFX_f.BK,World Flex Foreign Board
W_f.BK,Wow Factor Foreign Board
WP_f.BK,WP Energy Foreign Board
WIN_f.BK,Wyncoast Industrial Foreign Board Park
XPG_f.BK,Xspring Capital Foreign Board
YGG_mf.BK,Yggdrazil Group Foreign Board
YUASA_mf.BK,Yuasa Battery Foreign Board
ZAA_f.BK,Zalekta Foreign Board
ZIGA_mf.BK,Ziga Innovation Foreign Board
BABA80x.BK,BABA80 CS DR
BIDU80x.BK,BIDU80 KTB DR
BYDCOM80x.BK,BYD Company CS DR
-,Energy Absolute WRT 1 Dummy
FERRARI80x.BK,FERRARI80 KTB DR
HERMES80x.BK,HERMES80 KTB DR
HK13x.BK,HK13 KGI DR
HKTECH13x.BK,HKTECH13 KGI DR
JAPAN13x.BK,JAPAN13 KGI DR
-,Jasmine International WRT 4 Dummy
LOREAL80x.BK,LOREAL80 KTB DR
NETEASE80x.BK,NETEASE80 KTB DR
NOVOB80x.BK,NOVOB80 KTB DR
PINGAN80x.BK,PINGAN80 KTB DR
QHHRREITu.BK,Quality Houses Hotel and Residence Freehold and Leasehold Units
SANOFI80x.BK,SANOFI80 KTB DR
SINGTEL80x.BK,SINGTEL80 KTB DR
SONY80x.BK,SONY80 KTB DR
TENCENT80x.BK,TENCENT80 CS DR
-,Thai Foods Group Dummy
-,Thoresen Thai Agency Rights DMY
-,Thoresen Thai Agency Subscription Rights
TOYOTA80x.BK,TOYOTA80 KTB DR
UNIQLO80x.BK,UNIQLO80 KTB DR
XIAOMI80x.BK,Xiaomi Corporation CS DR
